Item Fat Content,Item Identifier,Item Type,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Rating,Outlet_Age,Item_Visibility_Log,Sales_Log
Low Fat,DRE37,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.094219593,13.5,4.0,8,-2.3621271253969227,5.252206410094171
Low Fat,DRG36,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.095378221,14.15,4.0,8,-2.3499050179949577,5.14464507227616
Low Fat,DRN36,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,1e-09,15.2,4.0,8,-20.72326583694641,4.581647688545898
Low Fat,DRI25,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.033901442,19.6,4.0,8,-3.3842977286272435,4.047626749248826
Low Fat,DRH49,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.024655594,19.7,4.0,8,-3.7027514671200956,4.446868234878352
Low Fat,FDC35,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,0.122837694,7.435,4.0,8,-2.0968913559725637,5.345982135793327
Regular,FDC60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.114472403,5.425,4.0,8,-2.167421506872334,4.4925769102012065
Regular,FDZ36,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.065783783,6.035,4.0,8,-2.721381929993433,5.242931498467302
Regular,FDT12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.049621701,6.215,4.0,8,-3.0033270207740026,5.425417749487423
Regular,FDB49,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.030151351,8.3,4.0,8,-3.50152554752595,4.602550758280865
Regular,FDY12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.14061104,9.8,4.0,8,-1.9617577820622665,3.9279121024919332
Regular,FDA47,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.116673795,10.5,4.0,8,-2.148373315033316,5.092037077807423
Regular,FDB12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.105307659,11.15,4.0,8,-2.2508691274445374,4.635357916626296
Regular,FDO48,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.026840766,15.0,4.0,8,-3.617833427792606,5.397463814819392
Regular,FDX11,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.106752081,16.0,4.0,8,-2.2372461329182123,5.206549604964913
Regular,FDZ47,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.07929647,20.7,4.0,8,-2.534561665834026,4.58704898430325
Regular,FDQ11,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.067700925,5.695,4.0,8,-2.69265543593716,5.551403335834255
Regular,FDT11,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.029372367,5.94,4.0,8,-3.527700944577738,5.235141117096901
Regular,FDT23,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.074731477,7.72,4.0,8,-2.593853896749772,4.364353887571696
Regular,FDY47,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.054484461,8.6,4.0,8,-2.909839737233219,4.876196823534235
Regular,FDR37,Breakfast,OUT046,Tier 1,Small,Supermarket Type1,0.066249551,16.5,4.0,8,-2.7143265914972625,5.216723289456349
Regular,FDQ49,Breakfast,OUT046,Tier 1,Small,Supermarket Type1,0.039247736,20.2,4.0,8,-3.2378615179460253,5.06678245605259
Regular,FDA37,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.055226755,7.81,4.0,8,-2.8963077510953417,4.821124758405149
Regular,FDD26,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.072155462,8.71,4.0,8,-2.628932293231911,5.2170660955226005
Regular,FDF38,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.026358005,11.8,4.0,8,-3.6359832550647293,3.7041079103320986
Regular,FDM02,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.073735058,12.5,4.0,8,-2.6072769076788775,4.478697252299247
Regular,FDC14,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.041249072,14.5,4.0,8,-3.188126663424205,3.726786805184688
Regular,FDH50,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.16143544,15.0,4.0,8,-1.8236499685636667,5.226427087340629
Regular,FDJ26,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.084765192,15.3,4.0,8,-2.4678702921489606,5.375379328517412
Regular,FDZ25,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.027617046,15.7,4.0,8,-3.5893220882051406,5.131548241280085
Regular,FDW02,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.037699423,4.805,4.0,8,-3.278110489685083,4.840798675105913
Regular,FDW38,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.138679995,5.325,4.0,8,-1.9755861942195405,4.002408350846208
Regular,FDX38,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.048207017,10.5,4.0,8,-3.032250687608592,3.8488190600147605
Regular,FDQ26,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.067872402,13.5,4.0,8,-2.6901257777036856,4.0750971807484255
Regular,FDB03,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.156831826,17.75,4.0,8,-1.852581219723071,5.489160015498166
Regular,FDT26,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.067953506,18.85,4.0,8,-2.688931542953726,4.787858342242918
Regular,FDV26,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.076160451,20.25,4.0,8,-2.574912966772863,5.2846209980488785
Regular,FDP40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.034357169,4.555,4.0,8,-3.370944577577163,4.73316226490329
Regular,FDH04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.011372972,6.115,4.0,8,-4.476515615754196,4.506992699385717
Regular,FDD41,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.087260103,6.765,4.0,8,-2.438861930906898,4.663727731697514
Regular,FDM16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.033555399,8.155,4.0,8,-3.3945575045172847,4.327245686538951
Regular,FDI05,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.126869718,8.35,4.0,8,-2.064594561579795,4.323276660856358
Regular,FDG05,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.087847141,11.0,4.0,8,-2.432157008987879,5.061727568280599
Regular,FDA04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.066729996,11.3,4.0,8,-2.707100712009678,5.5541069884178915
Regular,FDI04,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.072912432,13.65,4.0,8,-2.6184961195275376,5.295526475632534
Regular,FDP28,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.080640478,13.65,4.0,8,-2.5177545470972813,5.574787823060928
Regular,FDF28,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.037864721,15.7,4.0,8,-3.273735444725552,4.829150187380377
Regular,FDA40,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.099271209,16.0,4.0,8,-2.3098996895486548,4.495194592779246
Regular,FDY16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.092226754,18.35,4.0,8,-2.3835050169759953,5.222659116411064
Regular,FDI41,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.062256921,18.5,4.0,8,-2.776485569094547,5.004226803515089
Regular,FDE17,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.054455495,20.1,4.0,8,-2.9103715164214283,5.01420624399196
Regular,FDN56,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.107057186,5.46,4.0,8,-2.2343921386888868,4.983460035622655
Regular,FDS56,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.038756864,5.785,4.0,8,-3.2504474033855475,5.567295098365983
Regular,FDO31,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.028982682,6.76,4.0,8,-3.5410567997879205,4.389449020489519
Regular,FDD44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.078400465,8.05,4.0,8,-2.545925420520915,5.560930061692533
Regular,FDV44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.039844429,8.365,4.0,8,-3.2227726827659153,5.2528952242201115
Regular,FDU31,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.024991056,10.5,4.0,8,-3.6892372781253124,5.388847047042971
Regular,FDR55,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.132083542,12.15,4.0,8,-2.024320662649279,5.25010983261664
Regular,FDW19,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.038500421,12.35,4.0,8,-3.257086102683251,4.716326871352916
Regular,FDK20,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.041557653,12.6,4.0,8,-3.1806735869155247,4.832363127444141
Regular,FDS44,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.15604396,12.65,4.0,8,-1.8576175165575226,5.483359386191663
Regular,FDS31,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.044192372,13.1,4.0,8,-3.119203083977506,5.200328502269729
Regular,FDS19,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.064207277,13.8,4.0,8,-2.7456387258000667,4.343821006147833
Regular,FDH45,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.105666833,15.1,4.0,8,-2.2474642196417127,3.7537210543184067
Regular,FDO19,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.016596645,17.7,4.0,8,-4.098554712480036,3.897993044187874
Regular,FDI08,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.066297055,18.2,4.0,8,-2.713609802083071,5.513868971832087
Regular,FDW32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.094296835,18.35,4.0,8,-2.3613076530024792,4.447207917945606
Regular,FDT32,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.065633934,19.0,4.0,8,-2.723662430193312,5.233892972231086
Regular,FDB57,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.018805105,20.25,4.0,8,-3.9736269034540483,5.401222269655754
Regular,FDX31,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.014825605,20.35,4.0,8,-4.211399525487523,5.4565844196168465
Regular,FDP03,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.06117708,5.15,4.0,8,-2.793982669414089,4.8108729267199575
Regular,FDO27,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.179077475,6.175,4.0,8,-1.7199367455524213,4.557818586588006
Regular,FDR15,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.033437991,9.3,4.0,8,-3.3980625703215726,5.0384540720463304
Regular,FDN03,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.015089965,9.8,4.0,8,-4.193725325621902,5.52402083846776
Regular,FDT27,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.069587171,11.395,4.0,8,-2.6651750533442944,5.462396877704563
Regular,FDT15,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.042681522,12.15,4.0,8,-3.1539891924533916,5.221949149656886
Regular,FDG33,Seafood,OUT046,Tier 1,Small,Supermarket Type1,0.14024028,5.365,4.0,8,-1.9643980417938551,5.147938564238546
Regular,FDX22,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.022974812,6.785,4.0,8,-3.773356793581265,5.346120376974833
Regular,FDC22,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.136428395,6.89,4.0,8,-1.9919553807512735,5.2729072466108216
Regular,FDV10,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,7.645,4.0,8,-20.72326583694641,3.7567997505979154
Regular,FDX33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.117484834,9.195,4.0,8,-2.1414460260689,5.072406239025381
Regular,FDI34,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.085135953,10.65,4.0,8,-2.46350585318616,5.452611464661829
Regular,FDM09,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.085931544,11.15,4.0,8,-2.454204299704849,5.139784599385363
Regular,FDO45,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.037952777,13.15,4.0,8,-3.271412602587108,4.506295260019219
Regular,FDO09,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.125274674,13.5,4.0,8,-2.0772465604147294,5.57288000433764
Regular,FDY33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.097201128,14.5,4.0,8,-2.330972962644809,5.077834023739506
Regular,FDP45,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.030624844,15.7,4.0,8,-3.485943704007771,5.534465589365384
Regular,FDC34,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.172759093,16.0,4.0,8,-1.755857180961302,5.063210033748667
Regular,FDY22,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.159720671,16.5,4.0,8,-1.8343287956940126,4.980264055250784
Regular,FDR34,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.015965308,17.0,4.0,8,-4.137337160799793,5.439969694930178
Regular,FDX57,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.047266211,17.25,4.0,8,-3.051959593937193,4.585036864018455
Regular,DRY23,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.109096371,9.395,4.0,8,-2.2155236497577513,3.820153300397239
Regular,DRC36,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.044984874,13.0,4.0,8,-3.101428979050622,5.170514676385657
Regular,FDD47,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,0.142410775,7.6,4.0,8,-1.9490396157320435,5.152972468437966
Regular,FDD59,Starchy Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,10.5,4.0,8,-20.72326583694641,4.373187686006677
Low Fat,FDS35,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.111220521,9.3,4.0,8,-2.196240372824412,4.201442567570126
Low Fat,FDS52,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.005474515,8.89,4.0,8,-5.207651591678295,4.612161688376841
Low Fat,NCY29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.077234113,13.65,4.0,8,-2.560914041312503,4.058596479170013
Low Fat,NCW54,Household,OUT046,Tier 1,Small,Supermarket Type1,0.096413261,7.5,4.0,8,-2.3391115245857907,4.03173839510757
Regular,FDH60,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.08073703,19.7,4.0,8,-2.516557948975062,5.288322584706938
Regular,FDB26,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.031267496,14.0,4.0,8,-3.465176187469581,3.9601272201022923
Regular,FDX39,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.049676157,14.3,4.0,8,-3.0022301994214353,5.363442902858483
Regular,FDO10,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.0127517,13.65,4.0,8,-4.362090682932467,4.0352808049558915
Low Fat,FDQ16,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.041823046,19.7,4.0,9,-3.1743077516704057,4.692184229640832
Low Fat,DRH11,Hard Drinks,OUT045,Tier 2,Medium,Supermarket Type1,0.075711199,5.98,4.0,9,-2.5808291902468454,4.037093202886383
Low Fat,FDX58,Snack Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.043852434,13.15,4.0,9,-3.1269250542927938,5.213276773559964
Low Fat,FDO60,Baking Goods,OUT017,Tier 2,Medium,Supermarket Type1,0.034563936,20.0,4.0,4,-3.3649444526422405,3.8353276889840844
Low Fat,FDH57,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.035949725,10.895,4.0,4,-3.3256338443575517,4.897305328788433
Low Fat,DRO35,Hard Drinks,OUT017,Tier 2,Medium,Supermarket Type1,0.034765901,13.85,4.0,4,-3.3591182288965764,4.747096740420996
Low Fat,NCB42,Health and Hygiene,OUT017,Tier 2,Medium,Supermarket Type1,0.008609602,11.8,4.0,4,-4.754877186930317,4.752289345373317
Low Fat,NCY05,Health and Hygiene,OUT017,Tier 2,Medium,Supermarket Type1,0.055301055,13.5,4.0,4,-2.8949632928781406,3.5747976853107266
Low Fat,NCK05,Health and Hygiene,OUT017,Tier 2,Medium,Supermarket Type1,0.077892365,20.1,4.0,4,-2.552427341178331,4.100220597794255
Low Fat,NCW42,Household,OUT017,Tier 2,Medium,Supermarket Type1,0.058799705,18.2,4.0,4,-2.833618441096944,5.4015307788282305
Low Fat,FDE58,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,1e-09,18.5,4.0,4,-20.72326583694641,4.794238929239288
Low Fat,DRI25,Soft Drinks,OUT017,Tier 2,Medium,Supermarket Type1,0.034093203,19.6,4.0,4,-3.378657240073833,4.054587972179109
Low Fat,FDW23,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.082178616,5.765,4.0,9,-2.498860156749241,3.638017645570347
Low Fat,FDW24,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.037573095,6.8,4.0,9,-3.281467043231111,3.9358059360906648
Low Fat,FDY59,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.031467128,8.195,4.0,9,-3.4588118335893143,4.53094436073612
Low Fat,FDF12,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.08259502,8.235,4.0,9,-2.493805890829654,5.011352370269006
Low Fat,FDK24,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.101500374,9.195,4.0,9,-2.2876927957780198,3.834588892411159
Low Fat,FDH12,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.085125951,9.6,4.0,9,-2.463623342768697,4.683315710531879
Low Fat,FDI24,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.078903499,10.3,4.0,9,-2.5395297048385883,5.185355813839613
Low Fat,FDJ48,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,1e-09,11.3,4.0,9,-20.72326583694641,5.506192141115222
Low Fat,FDN48,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.065082452,13.35,4.0,9,-2.732100320635456,4.544149735841959
Low Fat,FDY48,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.023783007,14.0,4.0,9,-3.738783944914739,4.65427649065604
Low Fat,FDN12,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.08126841,15.6,4.0,9,-2.5099978988233227,4.711819470826044
Low Fat,FDP60,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.056032247,17.35,4.0,9,-2.881827914693095,4.637652864873018
Low Fat,FDV36,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.026355345,18.7,4.0,9,-3.6360841782654845,4.852826821583308
Low Fat,FDP23,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.03565903,6.71,4.0,9,-3.333752868263152,5.390516347953527
Low Fat,FDV23,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.106051405,11.0,4.0,9,-2.2438313495915017,4.831545310141659
Low Fat,FDU23,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.02176755,12.15,4.0,9,-3.8273349502617298,5.109686346889888
Low Fat,FDR35,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.020739698,12.5,4.0,9,-3.875705637521101,5.298188358226821
Low Fat,FDW59,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.020757926,13.15,4.0,9,-3.8748271293360386,4.446837774897492
Low Fat,FDP11,Breads,OUT045,Tier 2,Medium,Supermarket Type1,0.069240685,15.85,4.0,9,-2.670166655597704,5.386861984189923
Low Fat,FDS47,Breads,OUT045,Tier 2,Medium,Supermarket Type1,1e-09,16.75,4.0,9,-20.72326583694641,4.497424606102261
Low Fat,FDO13,Breakfast,OUT045,Tier 2,Medium,Supermarket Type1,0.061183503,7.865,4.0,9,-2.793877684624896,5.109288969094937
Low Fat,FDN13,Breakfast,OUT045,Tier 2,Medium,Supermarket Type1,0.152366659,18.6,4.0,9,-1.8814654326297666,4.600517378447385
Low Fat,FDI26,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.03495749,5.94,4.0,9,-3.3536225271109554,5.18253832156035
Low Fat,FDK38,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.053397989,6.65,4.0,9,-2.9299821929011425,5.013121534171737
Low Fat,FDK14,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.041189152,6.98,4.0,9,-3.1895803582673166,4.429546945301428
Low Fat,FDT49,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.151712642,7.0,4.0,9,-1.8857670605692103,4.661815134694044
Low Fat,FDS49,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.079506434,9.0,4.0,9,-2.5319173297789628,4.374049904988068
Low Fat,FDS01,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.017780986,11.6,4.0,9,-4.029625594865927,5.183852195685903
Low Fat,FDB50,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.153930108,13.0,4.0,9,-1.8712566237427817,4.354123436163825
Low Fat,FDP25,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.021250528,15.2,4.0,9,-3.8513735368615705,5.382577629357693
Low Fat,FDC38,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.122742389,15.7,4.0,9,-2.097667518303159,4.907451666556492
Low Fat,FDC50,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.136774734,15.85,4.0,9,-1.9894199838339923,4.558177106094992
Low Fat,FDN02,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.073977473,16.5,4.0,9,-2.603994651041731,5.336883057528819
Low Fat,FDD02,Canned,OUT045,Tier 2,Medium,Supermarket Type1,0.050392993,16.6,4.0,9,-2.987903141347849,4.782583048162509
Low Fat,FDY50,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.131221393,5.8,4.0,9,-2.03086935936196,4.486580324935616
Low Fat,FDB27,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.055502454,7.575,4.0,9,-2.89132804299104,5.2861273695139195
Low Fat,FDB16,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.045016894,8.21,4.0,9,-3.100717437442885,4.484355308941895
Low Fat,DRG27,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.105323859,8.895,4.0,9,-2.2507153043112686,3.691720414760929
Low Fat,FDC04,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.045076878,15.6,4.0,9,-3.099385846867161,5.490529021358096
Low Fat,FDV02,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.060668416,16.75,4.0,9,-2.8023320458243415,5.155662192812545
Low Fat,FDT38,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.057654132,18.7,4.0,9,-2.853293360941331,4.432679348933784
Low Fat,FDY52,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.007363189,6.365,4.0,9,-4.911262152040032,4.162837753334049
Low Fat,FDR04,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.022612742,7.075,4.0,9,-3.789241726272661,4.585036864018455
Low Fat,FDD17,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.03269312,7.5,4.0,9,-3.4205906207691164,5.479766042492322
Low Fat,FDE16,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.026397141,8.895,4.0,9,-3.634499570148788,5.34183364821476
Low Fat,FDZ04,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.038032068,9.31,4.0,9,-3.2693255803978705,4.132779710489812
Low Fat,FDE53,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.026934673,10.895,4.0,9,-3.614340863261185,4.674024381193265
Low Fat,FDF41,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.131445848,12.15,4.0,9,-2.0291603144595314,5.512807585542726
Low Fat,FDG04,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.006075007,13.1,4.0,9,-5.103572137492814,5.239574286022094
Low Fat,FDI28,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.026375082,14.3,4.0,9,-3.635335578186,4.389873269160182
Low Fat,FDT04,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.107258822,17.25,4.0,9,-2.2325104681466272,3.718006124164862
Low Fat,FDF04,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.013664703,17.5,4.0,9,-4.2929391941961486,5.555786592918223
Low Fat,FDK52,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.0793795,18.25,4.0,9,-2.533515130462878,5.425417749487423
Low Fat,FDX43,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.085447928,5.655,4.0,9,-2.45984811781283,5.117095205197383
Low Fat,FDZ55,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.025460232,6.055,4.0,9,-3.670637573561322,5.08692944624468
Low Fat,FDA31,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.110234793,7.1,4.0,9,-2.2051427061414604,5.151602307183399
